id,especialidade,especialidade_num_edital,estado,estado_nome,entidade,cidade,instituicao,numero_total_vagas,numero_vagas_militares,numero_vagas_livres,valor_instituicao,valor_instituicao_display,nota_minima,nota_minima_display,pesos_notas_finais,programa_governo,pagina_origem_pdf
334,Ginecologia e Obstetrícia,38,SC,Santa Catarina,ACM,Florianópolis,Maternidade Carmela Dutra - MCD - SES/SC (Florianópolis),8,0,8,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,41
335,Ginecologia e Obstetrícia,38,SC,Santa Catarina,ACM,Florianópolis,Universidade Federal de Santa Catarina - UFSC,5,0,5,700.0,"700,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,41
336,Ginecologia e Obstetrícia,38,SC,Santa Catarina,ACM,Itajaí,Hospital e Maternidade Marieta Konder Bornhausen - Itajaí,4,0,4,550.0,"550,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 10% e Arguição 90%),Não informado,41
337,Ginecologia e Obstetrícia,38,SC,Santa Catarina,ACM,Jaraguá do Sul,(Comunidade Evangélica de Saúde),4,0,4,500.0,"500,00",50.0,50.00,Primeira Etapa,Não informado,41
338,Ginecologia e Obstetrícia,38,SC,Santa Catarina,ACM,Joaçaba,Catarina,2,0,2,350.0,"350,00",50.0,50.00,Primeira Etapa,Não informado,42
339,Ginecologia e Obstetrícia,38,SC,Santa Catarina,ACM,Joinville,Maternidade Darcy Vargas - MDV - SES/SC (Joinville),8,0,8,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,42
340,Ginecologia e Obstetrícia,38,SC,Santa Catarina,ACM,Rio do Sul,Hospital Regional Alto Vale,3,0,3,300.0,"300,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),PRMGFC,42
341,Ginecologia e Obstetrícia,38,SC,Santa Catarina,ACM,São José,Hospital Regional Homero de Miranda Gomes - HRHMG - SES/SC (São José),7,0,7,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,42
342,Psiquiatria,39,SC,Santa Catarina,ACM,Blumenau,Hospital Santa Catarina de Blumenau,1,0,1,400.0,"400,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,42
343,Psiquiatria,39,SC,Santa Catarina,ACM,Florianópolis,Secretaria Municipal de Saúde Florianópolis,4,0,4,450.0,"450,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,42
344,Psiquiatria,39,SC,Santa Catarina,ACM,Florianópolis,Universidade Federal de Santa Catarina - UFSC,2,0,2,700.0,"700,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,42
345,Psiquiatria,39,SC,Santa Catarina,ACM,Joinville,Hospital Regional Hans Dieter Schmidt - HRHDS - SES/SC (Joinville),4,0,4,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,42
346,Psiquiatria,39,SC,Santa Catarina,ACM,Laguna,Hospital de Laguna,1,0,1,350.0,"350,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,42
347,Psiquiatria,39,SC,Santa Catarina,ACM,São José,Instituto de Psiquiatria - IPQ - SES/SC (São José),6,0,6,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,42
348,Radioterapia,40,SC,Santa Catarina,ACM,Florianópolis,Centro de Pesquisas Oncológica de Santa Catarina - CEPON - SES/SC (Florianópolis),1,0,1,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,43
349,Medicina de Emergência,41,SC,Santa Catarina,ACM,Florianópolis,Hospital Governador Celso Ramos - HGCR - SES/SC (Florianópolis),4,0,4,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,43
350,Medicina de Emergência,41,SC,Santa Catarina,ACM,Joinville,Hospital Regional Hans Dieter Schmidt - HRHDS - SES/SC (Joinville),4,0,4,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,43
351,Medicina de Emergência,41,SC,Santa Catarina,ACM,São José,Hospital Regional Homero de Miranda Gomes - HRHMG - SES/SC (São José),6,0,6,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,43
352,Medicina de Emergência,41,SC,Santa Catarina,ACM,Tubarão,Tubarão/SC,2,0,2,380.0,"380,00",50.0,50.00,Primeira Etapa,PRMGFC,43
353,Otorrinolaringologia,42,SC,Santa Catarina,ACM,Florianópolis,Hospital Governador Celso Ramos - HGCR - SES/SC (Florianópolis),2,0,2,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,43
354,Ortopedia e Traumatologia,43,SC,Santa Catarina,ACM,Blumenau,Hospital Santo Antônio Blumenau,3,0,3,450.0,"450,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,44
355,Ortopedia e Traumatologia,43,SC,Santa Catarina,ACM,Chapecó,Universidade Federal da Fronteira Sul,3,0,3,350.0,"350,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),Não informado,44
356,Ortopedia e Traumatologia,43,SC,Santa Catarina,ACM,Criciúma,Hospital São José Criciúma,3,0,3,450.0,"450,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,44
357,Ortopedia e Traumatologia,43,SC,Santa Catarina,ACM,Florianópolis,Hospital Governador Celso Ramos - HGCR - SES/SC (Florianópolis),4,1,3,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,44
358,Ortopedia e Traumatologia,43,SC,Santa Catarina,ACM,Itajaí,Hospital e Maternidade Marieta Konder Bornhausen - Itajaí,5,0,5,550.0,"550,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 10% e Arguição 90%),Não informado,44
359,Ortopedia e Traumatologia,43,SC,Santa Catarina,ACM,Joaçaba,Catarina,1,0,1,350.0,"350,00",50.0,50.00,Primeira Etapa,Não informado,44
360,Ortopedia e Traumatologia,43,SC,Santa Catarina,ACM,Joinville,Hospital Municipal São José,6,0,6,250.0,"250,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,44
361,Ortopedia e Traumatologia,43,SC,Santa Catarina,ACM,Lages,Nossa Senhora do Prazeres (Sociedade Mãe da Divina Providência),2,0,2,400.0,"400,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,44
362,Ortopedia e Traumatologia,43,SC,Santa Catarina,ACM,São José,Hospital Regional Homero de Miranda Gomes - HRHMG - SES/SC (São José),6,0,6,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,44
363,Oftalmologia,44,SC,Santa Catarina,ACM,Blumenau,Hospital de Olhos de Blumenau,1,0,1,450.0,"450,00",65.0,65.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),PRMGFC,45
364,Oftalmologia,44,SC,Santa Catarina,ACM,Florianópolis,Hospital Governador Celso Ramos - HGCR - SES/SC (Florianópolis),3,0,3,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,45
365,Oftalmologia,44,SC,Santa Catarina,ACM,São José,Hospital Regional Homero de Miranda Gomes - HRHMG - SES/SC (São José),5,0,5,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,45
366,Neurocirurgia,45,SC,Santa Catarina,ACM,Blumenau,Hospital Santa Isabel Blumenau,2,0,2,650.0,"650,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,45
367,Neurocirurgia,45,SC,Santa Catarina,ACM,Florianópolis,Hospital Governador Celso Ramos - HGCR - SES/SC (Florianópolis),1,0,1,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,45
368,Neurocirurgia,45,SC,Santa Catarina,ACM,Joaçaba,Catarina,1,0,1,350.0,"350,00",50.0,50.00,Primeira Etapa,Não informado,45
369,Infectologia,46,SC,Santa Catarina,ACM,Florianópolis,Hospital Nereu Ramos - HNR - SES/SC (Florianópolis),2,0,2,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,46
370,Medicina de Família e Comunidade,47,SC,Santa Catarina,ACM,Blumenau,Blumenau,5,1,4,200.0,"200,00",50.0,50.00,Primeira Etapa,Não informado,46
371,Medicina de Família e Comunidade,47,SC,Santa Catarina,ACM,Chapecó,Hospital Unimed,2,0,2,250.0,"250,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,46
372,Medicina de Família e Comunidade,47,SC,Santa Catarina,ACM,Criciúma,Universidade do Extremo Sul Catarinense (UNESC),2,0,2,250.0,"250,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,46
373,Medicina de Família e Comunidade,47,SC,Santa Catarina,ACM,Florianópolis,Secretaria Municipal de Saúde Florianópolis,30,1,29,300.0,"300,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,46
374,Medicina de Família e Comunidade,47,SC,Santa Catarina,ACM,Jaraguá do Sul,Municipal de Saúde,7,0,7,350.0,"350,00",50.0,50.00,Primeira Etapa,Não informado,46
375,Medicina de Família e Comunidade,47,SC,Santa Catarina,ACM,Joinville,Secretária Municipal de Saúde de Joinville,8,1,7,100.0,"100,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,46
376,Medicina de Família e Comunidade,47,SC,Santa Catarina,ACM,Multicêntrica,Escola de Saúde Pública de Santa Catarina - ESPSC - SES/SC (Multicêntrico),45,0,45,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,46
377,Medicina de Família e Comunidade,47,SC,Santa Catarina,ACM,Tubarão,Tubarão/SC,2,0,2,380.0,"380,00",50.0,50.00,Primeira Etapa,PRMGFC,46
378,Clínica Médica,48,MS,Mato Grosso do Sul,AMMS,Campo Grande,FUNSAU - Fundação em Serviços de Saúde MS,8,1,7,520.0,"520,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,47
379,Clínica Médica,48,MS,Mato Grosso do Sul,AMMS,Campo Grande,Hospital São Julião - Associação de Auxílio e Recuperação Hansenianos,6,0,6,300.0,"300,00",50.0,50.00,Primeira Etapa 10% (Currículo),Não informado,47
380,Oftalmologia,49,MS,Mato Grosso do Sul,AMMS,Campo Grande,Hospital São Julião - Associação de Auxílio e Recuperação Hansenianos,4,0,4,300.0,"300,00",50.0,50.00,Primeira Etapa 10% (Currículo),Não informado,47
381,Ginecologia e Obstetrícia,50,MS,Mato Grosso do Sul,AMMS,Campo Grande,FUNSAU - Fundação em Serviços de Saúde MS,4,0,4,520.0,"520,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,47
382,Ginecologia e Obstetrícia,50,MS,Mato Grosso do Sul,AMMS,Campo Grande,Maternidade Cândido Mariano - Associação de Amparo à Maternidade e a Infância - AAMI,4,0,4,1000.0,"1000,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,47
383,Anestesiologia,51,MS,Mato Grosso do Sul,AMMS,Campo Grande,FUNSAU - Fundação em Serviços de Saúde MS,2,0,2,520.0,"520,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,48
384,Cirurgia Geral,52,MS,Mato Grosso do Sul,AMMS,Campo Grande,FUNSAU - Fundação em Serviços de Saúde MS,5,1,4,520.0,"520,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,48
385,Neurologia,53,MS,Mato Grosso do Sul,AMMS,Campo Grande,FUNSAU - Fundação em Serviços de Saúde MS,2,0,2,520.0,"520,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,48
386,Pediatria,54,MS,Mato Grosso do Sul,AMMS,Campo Grande,FUNSAU - Fundação em Serviços de Saúde MS,10,0,10,520.0,"520,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,48
387,Medicina Intensiva,55,MS,Mato Grosso do Sul,AMMS,Campo Grande,FUNSAU - Fundação em Serviços de Saúde MS,3,0,3,520.0,"520,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,49
388,Pediatria,56,RO,Rondônia,INSTITUIÇÃO DE RONDÔNIA,Cacoal,Hospital Regional de Cacoal,4,0,4,100.0,"100,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,49
389,Pediatria,56,RO,Rondônia,INSTITUIÇÃO DE RONDÔNIA,Porto Velho,Hospital de Base Dr. Ary Pinheiro,8,0,8,350.0,"350,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),Não informado,49
390,Clínica Médica,57,RO,Rondônia,INSTITUIÇÃO DE RONDÔNIA,Cacoal,Hospital Regional de Cacoal,5,0,5,100.0,"100,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,49
391,Clínica Médica,57,RO,Rondônia,INSTITUIÇÃO DE RONDÔNIA,Porto Velho,Hospital de Base Dr. Ary Pinheiro,10,0,10,350.0,"350,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),Não informado,49
392,Ortopedia e Traumatologia,58,RO,Rondônia,INSTITUIÇÃO DE RONDÔNIA,Porto Velho,Hospital de Base Dr. Ary Pinheiro,2,0,2,350.0,"350,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),Não informado,50
393,Psiquiatria,59,RO,Rondônia,INSTITUIÇÃO DE RONDÔNIA,Porto Velho,Hospital de Base Dr. Ary Pinheiro,2,0,2,350.0,"350,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),Não informado,50
394,Psiquiatria,59,RO,Rondônia,INSTITUIÇÃO DE RONDÔNIA,Porto Velho,Maternidade Municipal Mãe Esperança de Porto Velho - Rondônia,2,0,2,450.0,"450,00",50.0,50.00,Primeira Etapa 10% (Currículo),Não informado,50
395,Ginecologia e Obstetrícia,60,RO,Rondônia,INSTITUIÇÃO DE RONDÔNIA,Porto Velho,Hospital de Base Dr. Ary Pinheiro,8,0,8,350.0,"350,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),Não informado,50
396,Ginecologia e Obstetrícia,60,RO,Rondônia,INSTITUIÇÃO DE RONDÔNIA,Porto Velho,Maternidade Municipal Mãe Esperança de Porto Velho - Rondônia,4,0,4,450.0,"450,00",50.0,50.00,Primeira Etapa 10% (Currículo),Não informado,50
397,Infectologia,61,RO,Rondônia,INSTITUIÇÃO DE RONDÔNIA,Porto Velho,Hospital de Base Dr. Ary Pinheiro,3,0,3,350.0,"350,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),Não informado,51
398,Medicina Intensiva,62,RO,Rondônia,INSTITUIÇÃO DE RONDÔNIA,Porto Velho,Hospital de Base Dr. Ary Pinheiro,2,0,2,350.0,"350,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),Não informado,51
399,Cirurgia Geral,63,RO,Rondônia,INSTITUIÇÃO DE RONDÔNIA,Porto Velho,Hospital de Base Dr. Ary Pinheiro,3,0,3,350.0,"350,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),Não informado,51
400,Pediatria,64,RJ,Rio de Janeiro,INSTITUIÇÃO DE RIO DE JANEIRO,Volta Redonda,Hospital Santa Cecília,2,0,2,100.0,"100,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,51
401,Cirurgia Geral,65,RJ,Rio de Janeiro,INSTITUIÇÃO DE RIO DE JANEIRO,Três Rios,Conceição,2,0,2,365.0,"365,00",60.0,60.00,Primeira Etapa,Não informado,52
402,Cirurgia Geral,65,RJ,Rio de Janeiro,INSTITUIÇÃO DE RIO DE JANEIRO,Volta Redonda,Hospital Santa Cecília,2,0,2,100.0,"100,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,52
403,Clínica Médica,66,RJ,Rio de Janeiro,INSTITUIÇÃO DE RIO DE JANEIRO,Volta Redonda,Hospital Santa Cecília,2,0,2,100.0,"100,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,52
404,Medicina Intensiva,67,RJ,Rio de Janeiro,INSTITUIÇÃO DE RIO DE JANEIRO,Volta Redonda,Hospital Santa Cecília,1,0,1,100.0,"100,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,52
405,Ortopedia e Traumatologia,68,RJ,Rio de Janeiro,INSTITUIÇÃO DE RIO DE JANEIRO,Volta Redonda,Hospital Santa Cecília,1,0,1,100.0,"100,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,52
406,Cirurgia Cardiovascular,69,RJ,Rio de Janeiro,INSTITUIÇÃO DE RIO DE JANEIRO,Volta Redonda,Hospital Santa Cecília,1,0,1,100.0,"100,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,53
407,Anestesiologia,70,RJ,Rio de Janeiro,INSTITUIÇÃO DE RIO DE JANEIRO,Vitória,Vila Velha Hospital,4,0,4,700.0,"700,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,53
408,Anestesiologia,70,RJ,Rio de Janeiro,INSTITUIÇÃO DE RIO DE JANEIRO,Volta Redonda,Hospital Santa Cecília,2,0,2,100.0,"100,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,53
